timestamp,model,recall,precision,f1_score,pr_auc,roc_auc,true_negative,false_positive,false_negative,true_positive,threshold,threshold_strategy,validation_f1_at_threshold
2026-05-29T14:32:11,LSTM,0.38816086760054225,0.4761640798226164,0.4276823500124471,0.40285591470645316,0.8450095212488244,55887,945,1354,859,,,
2026-05-29T14:35:12,Transformer,1.0,0.0374798882208485,0.07225178752162983,0.15506424701793128,0.7121949499947586,0,56832,0,2213,,,
2026-05-29T14:35:25,GCN,0.3289652056032535,0.1758454106280193,0.22918306311978592,0.11019711191954995,0.7726782606888626,53429,3412,1485,728,,,
2026-05-29T14:35:40,GraphSAGE,0.37957523723452324,0.15129682997118155,0.2163554410817772,0.11724236158121266,0.7415431824305523,52129,4712,1373,840,,,
2026-05-29T14:35:54,GAT,0.2245820153637596,0.15638766519823788,0.18438137636802077,0.09826657895080784,0.7320391658951971,54160,2681,1716,497,,,
2026-05-29T14:37:56,Elliptic-MLP,0.45098039215686275,0.3333333333333333,0.38333333333333336,0.40689586482403345,0.7678613779200758,8065,368,224,184,,,
2026-05-29T14:38:08,Elliptic-LSTM,0.4215686274509804,0.688,0.5227963525835866,0.5197127045469463,0.8641451594882968,8346,78,236,172,,,
2026-05-29T14:38:22,Elliptic-Transformer,0.4362745098039216,0.7946428571428571,0.5632911392405063,0.5490022308359195,0.8538739688657989,8378,46,230,178,,,
2026-05-29T14:38:24,Elliptic-GCN,0.46568627450980393,0.16979445933869527,0.24885396201702684,0.2938805744896956,0.7725396900133231,7504,929,218,190,,,
2026-05-29T14:38:25,Elliptic-GraphSAGE,0.39215686274509803,0.2127659574468085,0.27586206896551724,0.32000108898849206,0.77642542253472,7841,592,248,160,,,
2026-05-29T14:38:26,Elliptic-GAT,0.40931372549019607,0.1985731272294887,0.2674139311449159,0.2289609388726492,0.7659477937979413,7759,674,241,167,,,
2026-05-30T12:21:37,MLP,0.3384545865341166,0.5874509803921568,0.4294724770642202,0.4267505606952522,0.8536611664220629,56315,526,1464,749,0.87,f1,0.38004246284501064
2026-05-30T12:25:22,LSTM,0.38816086760054225,0.4761640798226164,0.4276823500124471,0.40285591470645316,0.8450095212488244,55887,945,1354,859,0.89,f1,0.3669042454291912
2026-05-30T12:28:06,Transformer,0.982828739267962,0.037901230265221485,0.07298780180875518,0.1258869179557863,0.706339427288789,1621,55211,38,2175,0.46,f1,0.06081828843263243
2026-05-30T12:28:25,GCN,0.3271577044735653,0.198410523431077,0.24701467076083247,0.12000947015360441,0.783425655696347,53916,2925,1489,724,0.78,f1,0.24948392804482453
2026-05-30T12:29:04,GraphSAGE,0.3913239945774966,0.24008871638480733,0.29759450171821306,0.2251470226714722,0.8001862410483424,54100,2741,1347,866,0.62,f1,0.3065778035352072
2026-05-30T12:29:21,GAT,0.22729326705829192,0.15219364599092283,0.1823124320405944,0.09918620084691604,0.756303360481863,54039,2802,1710,503,0.97,f1,0.18304093567251462
2026-05-30T12:31:04,Elliptic-MLP,0.45098039215686275,0.3333333333333333,0.38333333333333336,0.40689586482403345,0.7678613779200758,8065,368,224,184,0.48000000000000004,f1,0.7006802721088435
2026-05-30T12:31:18,Elliptic-LSTM,0.4215686274509804,0.688,0.5227963525835866,0.5197127045469463,0.8641451594882968,8346,78,236,172,0.98,f1,0.6798479087452471
2026-05-30T12:31:45,Elliptic-Transformer,0.4362745098039216,0.7946428571428571,0.5632911392405063,0.5490022308359195,0.8538739688657989,8378,46,230,178,0.89,f1,0.8358445678033307
2026-05-30T12:31:48,Elliptic-GCN,0.46568627450980393,0.16979445933869527,0.24885396201702684,0.2938805744896956,0.7725396900133231,7504,929,218,190,0.5,f1,0.4568469505178366
2026-05-30T12:31:53,Elliptic-GraphSAGE,0.4362745098039216,0.43309002433090027,0.4346764346764347,0.41774408578283817,0.7882763327078726,8200,233,230,178,0.8,f1,0.6226912928759895
2026-05-30T12:31:59,Elliptic-GAT,0.39950980392156865,0.3286290322580645,0.3606194690265487,0.3250583418377924,0.8180723255743659,8100,333,245,163,0.91,f1,0.5472972972972973
2026-06-06T13:06:06,MLP,0.3384545865341166,0.5874509803921568,0.4294724770642202,0.4267505606952522,0.8536611664220629,56315,526,1464,749,0.87,f1,0.38004246284501064
2026-06-06T13:09:08,LSTM,0.38816086760054225,0.4761640798226164,0.4276823500124471,0.40285591470645316,0.8450095212488244,55887,945,1354,859,0.89,f1,0.3669042454291912
2026-06-06T13:11:12,Transformer,0.982828739267962,0.037901230265221485,0.07298780180875518,0.1258869179557863,0.706339427288789,1621,55211,38,2175,0.46,f1,0.06081828843263243
2026-06-06T13:11:31,GCN,0.3271577044735653,0.198410523431077,0.24701467076083247,0.12000938895393831,0.7834246540199938,53916,2925,1489,724,0.78,f1,0.24948392804482453
2026-06-06T13:12:03,GraphSAGE,0.3827383642114776,0.2422076065198742,0.2966725043782837,0.21689163084576532,0.8005855322971341,54191,2650,1366,847,0.63,f1,0.30558042375410327
2026-06-06T13:12:22,GAT,0.1974694984184365,0.16666666666666666,0.18076525336091004,0.10026109334545211,0.758122686957386,54656,2185,1776,437,0.9600000000000001,f1,0.18891781331349944
2026-06-06T13:15:24,Elliptic-MLP,0.45098039215686275,0.3333333333333333,0.38333333333333336,0.40689586482403345,0.7678613779200758,8065,368,224,184,0.48000000000000004,f1,0.7006802721088435
2026-06-06T13:15:36,Elliptic-LSTM,0.4215686274509804,0.688,0.5227963525835866,0.5197127045469463,0.8641451594882968,8346,78,236,172,0.98,f1,0.6798479087452471
2026-06-06T13:15:56,Elliptic-Transformer,0.4362745098039216,0.7946428571428571,0.5632911392405063,0.5490022308359195,0.8538739688657989,8378,46,230,178,0.89,f1,0.8358445678033307
2026-06-06T13:15:59,Elliptic-GCN,0.46568627450980393,0.16979445933869527,0.24885396201702684,0.2938805744896956,0.772539690013323,7504,929,218,190,0.5,f1,0.4568469505178366
2026-06-06T13:16:04,Elliptic-GraphSAGE,0.4362745098039216,0.43309002433090027,0.4346764346764347,0.4177383363871038,0.7882757514247248,8200,233,230,178,0.8,f1,0.6222808174027686
2026-06-06T13:16:09,Elliptic-GAT,0.39950980392156865,0.3286290322580645,0.3606194690265487,0.32473135160457806,0.8181916339404254,8100,333,245,163,0.91,f1,0.5484089370345294
2026-06-06T13:29:11,MLP,0.3384545865341166,0.5874509803921568,0.4294724770642202,0.4267505606952522,0.8536611664220629,56315,526,1464,749,0.87,f1,0.38004246284501064
2026-06-06T13:32:14,LSTM,0.38816086760054225,0.4761640798226164,0.4276823500124471,0.40285591470645316,0.8450095212488244,55887,945,1354,859,0.89,f1,0.3669042454291912
2026-06-06T13:34:18,Transformer,0.982828739267962,0.037901230265221485,0.07298780180875518,0.1258869179557863,0.706339427288789,1621,55211,38,2175,0.46,f1,0.06081828843263243
2026-06-06T13:34:37,GCN,0.3271577044735653,0.198410523431077,0.24701467076083247,0.12000952760078264,0.7834251469083582,53916,2925,1489,724,0.78,f1,0.24948392804482453
2026-06-06T13:35:09,GraphSAGE,0.359240849525531,0.2510262077676034,0.2955390334572491,0.22587376926793484,0.79939914602957,54469,2372,1418,795,0.65,f1,0.3055555555555556
2026-06-06T13:35:27,GAT,0.23271577044735653,0.1585591133004926,0.1886101446621498,0.10079562072712031,0.7556907996178017,54108,2733,1698,515,0.97,f1,0.19076549210206561
